0.0,0,0,0,0,0,0.602,-0.124,1.4569999999999999,-0.12,0,1,0,0,0,0,0,0,0,0,0.126797573,0.19204813899999998,0.105029229,0.147029567,0.132025914,0.057995675999999996,0.087494379,0.17354698600000001,0.554451417,0.29849738,0.0,0.587998981,0.35696567,0.0,0.125975205,0.0,0.126113971,0.0,0.275,0.0,0,0,0,2,-1,0.367,0.0,0.633,0.7003
0.0,0,0,0,0,0,1.4169999999999998,-0.693,1.577,-1.268,0,0,0,0,0,0,0,0,0,0,0.396442936,0.370663019,0.18949245399999998,0.179068607,0.360174548,0.102998597,0.241124743,0.46903869600000003,1.22957604,0.672286587,0.130632431,0.754482372,0.12253817199999999,0.113674121,0.0,0.175626735,0.804251673,0.0,0.25,0.0,2,0,0,1,-1,0.0,0.065,0.935,-0.0996
0.0,0,0,0,0,0,0.449,0.0,0.20800000000000002,0.0,0,0,0,0,0,0,0,0,0,0,0.032954588,0.10252551300000001,0.039617451,0.021635961000000002,0.184541793,0.005777399,0.042446557999999995,0.036113822000000004,0.07689066,0.300205224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,-1,0.279,0.0,0.721,0.4753
0.0,1,0,1,0,-3,0.0,-2.673,0.51,-0.583,1,0,1,1,0,1,0,0,1,0,0.08111623400000001,0.100007126,0.011749098999999999,0.075977036,0.05556301599999999,0.040829901,0.024609814,0.09204720400000001,0.147153901,0.127525828,0.0,0.318966921,0.0,0.926009454,0.0,1.050726308,0.098957868,0.0,0.0,-0.39583333299999995,0,0,0,1,-1,0.0,0.0,1.0,0.0
1.0,0,0,0,2,0,3.2680000000000002,-2.076,2.8369999999999997,-0.218,0,1,0,0,1,0,1,1,1,3,0.07551246,0.42867062899999997,0.051683967000000004,0.059063316,0.336509579,0.033332852,0.105130869,0.158494226,0.167578829,0.829630312,0.167673703,3.0365972919999997,0.0,1.7669272169999999,1.73248572,0.209195073,0.88351571,0.795976572,0.413194444,0.0,0,0,1,2,-1,0.0,0.0,1.0,0.0
0.0,0,0,0,0,0,0.0,-0.062,0.0,-0.06,0,0,0,0,0,0,0,0,0,0,0.060786205,0.065622443,0.051145771,0.063484649,0.035969707999999996,0.02946335,0.018331088,0.104529106,0.282686179,0.164725423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-1,0.0,0.0,1.0,0.0
1.0,1,1,1,0,0,1.128,-0.8740000000000001,3.344,-0.217,1,1,1,0,1,0,2,1,0,1,0.12342983,0.335128511,0.037849312,0.093246501,0.755008351,0.08615809199999999,0.111168985,0.563214765,0.351359252,0.990589068,0.166223376,0.08262568099999999,0.35273171799999997,0.39008503899999997,2.9611296439999997,0.204861708,0.313299494,0.038235682,0.0,-0.119411429,0,0,0,3,-1,0.112,0.125,0.763,-0.0711
0.0,1,0,0,0,0,1.58,-1.1440000000000001,2.081,0.0,0,1,0,0,1,0,0,0,0,1,0.081722774,0.144911795,0.019931183,0.057468951,0.024155718,0.028106516,0.026566662999999997,0.066779329,0.25508290100000003,0.076205452,0.0,1.2089513920000001,0.0,0.227679673,0.305624079,0.0,0.052927937,0.0,0.036363636,-0.053472222,0,0,0,1,-1,0.0,0.0,1.0,0.0
3.0,0,2,0,4,0,1.94,-1.861,0.068,-3.17,1,1,0,0,1,0,0,1,0,2,0.53652068,0.42412373600000003,0.245054511,0.29828268399999996,0.885453555,0.172245085,0.23831011600000002,1.5323007469999999,1.347024565,2.121612957,0.4413554,0.0,1.966953535,0.0,0.248293061,0.226771172,0.307712682,1.633911395,0.822916667,0.0,0,0,1,2,-1,0.129,0.108,0.763,0.1134
1.0,0,0,0,0,0,0.632,-1.088,1.401,-1.0859999999999999,0,0,0,0,0,0,0,0,0,0,0.117159871,0.167767217,0.063752047,0.06533238,0.26630519199999997,0.023076566,0.113454989,0.158430562,0.308565644,0.566790631,0.17379768,0.0,0.17794307399999998,0.122671697,0.619081578,0.148300836,0.145930065,0.0,0.08452381,-0.5104440570000001,0,0,0,2,-1,0.0,0.0,1.0,0.0
